id,name,final_specific_general_term
689,Cats Food - Friskies - View Varieties in-store,review needed
513,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,review needed
683,Scented oil - save $ 1 more when buying 1 product with a good-discount in store,review needed
674,Natural source water,review needed
671,Liver block - View varieties in store,review needed
503,Cream 35%,review needed
670,Instant rice,review needed
669,Chocolate treatments - Hershey's - View Varieties in-store,review needed
667,Plates,review needed
664,Sliced charcuterie - see varieties in store,review needed
663,Plain flour,review needed
651,Glossard Dessert - Drumstick,review needed
650,Tissue Paper - Pack of 6 Boxes,tissue paper
648,Soup - Chunky,review needed
645,Margarine - Gold,review needed
644,Gluten-free crackers - Breton - See in store varieties,review needed
638,quinoa,review needed
678,Energy drink,review needed
730,BROWNIES Mix - * Bonus 15 Points M,review needed
512,Refrigerated dessert,review needed
66,Red Grapes without glitches - California - Category # 1,review needed
63,Preparation for infants A +,review needed
498,"Peanut butter - all natural - Saturday 23 and Sunday, November 24th only!- limit of 4 - $ 4.99 the rest of the week or by article out of bounds",review needed
49273,Pasta - Tagliatelle A Nido,review needed
211,Chocolate Tablets - Excellence,review needed
212,Disinfecting wipes,review needed
728,Greek yogurt,review needed
731,Cheese bar - See varieties in store,review needed
49007,Round Interior Bifteck - from Beef Canada AA or a higher category or USDA Select,review needed
49236,"Peanut butter - creamy and light - 25 miles as a bonus for the purchase of 4. - Friday, May 17th only!",review needed
49249,Mouthwash - Classic,review needed
49270,"Gas Drink - 7-Up, 7-Up Diet - See Varieties In Store",review needed
49269,Black Forest Smoked Ham Without Nitrite Sliced,review needed
49267,Laundry detergent,review needed
49265,Cut and peeled carrots - United States - Category # 1,review needed
49264,Flavored Water - Wengled PC,review needed
210,Pasta,review needed
209,Chip,review needed
207,Disinfecting wipes,review needed
204,asparagus,review needed
199,Organic Ground Coffee - See Varieties In Store,review needed
196,Red Potatoes - From Quebec - Canada No 1,potatoes
194,Frozen Smoked Atlantic Salmon,review needed
190,Battery,review needed
187,Max batteries,review needed
186,Black Forest Smoked Ham Without Nitrite Sliced,review needed
184,Ultra Gentle Hygienic Paper - President's Choice,review needed
179,Cookies,cookies
178,Pasta - Bistro,review needed
177,"Frozen thin crust pizza - Ristorante - Saturday, April 13th only - Limit of 4 - $ 6.49 per additional item",review needed
176,Soybean Drink - Natur-A,review needed
169,Pâté with three frozen meats,review needed
49259,Jam - Pure Jam - See Varieties In Store,jam
57,Hygienic paper - Original - Saturday 20th and Sunday 21 April only - Limit of 4 - $ 5.99 The rest of the week or by article out of bounds,review needed
49355,Batteries - See varieties in store - 50% off,review needed
49188,Rice,review needed
49277,Layers - The Choice of President,review needed
49281,Dishwasher - View Varieties In store,review needed
49282,Fresh spinach - from Quebec,review needed
49283,Creamy and light peanut butter,review needed
49363,Dog Food - IAMS,review needed
49354,Nail Polish - Xtreme Wear,review needed
49247,Red or White Wine - $ 6 Discount on Viniers 3-4 L - See Varieties in-store,review needed
49352,Ice Cream With Vanilla,review needed
49351,Spread,review needed
49350,Flour - Brodie xxx,review needed
49341,Fresh stuffed pasta - see varieties in store,review needed
49191,Capillary Products - Whole Blends - See Varieties in-store,review needed
49192,spinach babies,review needed
49198,Raspberry - Quebec,review needed
49201,Chocolate bars,review needed
49212,fruit yogurt,review needed
49215,Frozen fruit - President's choice - See in-store variety,review needed
49216,Baby Baby Toiletries - See Varieties In Store,review needed
49217,Frozen fries potatoes - Superfries,review needed
49219,Sliced charcuterie - see varieties in store,review needed
49220,Drink,review needed
49227,"chopped beef, skinny",review needed
49185,Ice Sweets - Drumstick,review needed
49235,Orange Grape Tomatoes - Canada and / or the United States,review needed
49241,Soft drink,review needed
49245,Ice Cream With Vanilla,review needed
165,"Big White Eggs, Grade A - Saturday 19 and Sunday 20 January Only - Limit of 2 - $ 2.29 per additional item - $ 2.49 The rest of the week",review needed
162,Frozen meal - Marie Callender's,review needed
160,Jam,jam
137,Refrigerated croissant paste,review needed
47,White flour (all use),review needed
49,Hazelnut spread,review needed
50,Ground coffee,review needed
54,Cat Food - Friskies,review needed
136,Refrigerated dessert,review needed
138,Coffee,review needed
158,Beer - $ 96 Discount for 2 Caisses,review needed
217,Cereal - Honey Oat Bites,review needed
222,Wipes,review needed
226,Instant Rice - See Varieties In Store,review needed
228,brie cheese,review needed
232,Acetaminophen - Regular 325 mg,medicine
237,Red Potatoes - From Quebec - Canada No 1,potatoes
45,Biological Raspberry - United States - 50% discount,review needed
44,Red Potatoes - From Quebec - Canada No 1,potatoes
43,Limes / Green Lemons,review needed
41,"Cookies - Saturday, October 19th only.- Limit of 4 - 3.49 by additional article",cookies
37,Max batteries,review needed
35,Boneless Palette Low Roast - from Beef Canada AA or a higher category or USDA SELECT,review needed
34,Snatcher,review needed
32,almonds,review needed
31,Small yellow-flesh potatoes - from Quebec - Canada No 1,review needed
28,Cereal - Alpha-bits,review needed
25,Wind flights,review needed
23,Frozen Bay Scallops - Size: 80-120 Units / LB,review needed
10,Gassed source water,review needed
4,Frozen Pancakes - EGGO - * Bonus 15 Points M,review needed
3,Iced tea,review needed
2,Jam,jam
1,cracker,review needed
246,Frozen chicken wings,review needed
247,Hygienic paper - Fluff,review needed
248,Chips - Poppables - View varieties in store,review needed
287,Toothpaste,review needed
155,Ice Sweets - Drumstick - View Varieties in-store,review needed
149,Rouge delicious apples - from the United States,review needed
148,Peanut Butter - Creamy Natural,review needed
144,Chewing gum,review needed
141,Tomatoes - Accents,review needed
215,Pipe opening - max,review needed
140,Chocolate milk,review needed
216,Snatcher,review needed
219,probiotic drink,review needed
305,Antiperspirants - see varieties in store,medicine
300,Peanut Butter - All Natural,review needed
294,Tartinade Hoummos,review needed
292,All-purpose flour - embodie xxx,review needed
283,Cheese macaroni,review needed
256,canned tuna,review needed
280,Gratin,review needed
278,Ice Cream With Vanilla,review needed
277,Licorice - NIBS - See Varieties in-store,licorice
275,Peanut Butter,review needed
274,Liquid laundry detergent,review needed
273,Wind flights,review needed
270,Ice Dessert - Classic - See Varieties In Store,review needed
264,Chocolate and Hazelnut Spread - President's Choice,review needed
263,Peanut Butter - See Varieties In Store,review needed
262,Peanut Butter - All Natural,review needed
261,Ice Cream With Vanilla,review needed
260,cauliflower,review needed
258,Crunchy bars - Special K,review needed
500,Hygienic paper - President's choice - $ 4 - $ 6.99 per additional item,review needed
486,Frozen mozzarella sticks,review needed
47772,Cookies - Goglu,cookies
47676,Hygienic paper - original,review needed
47719,Raspberries - the United States and / or Mexico - Category # 1,review needed
47717,Bags - See Variety in Store - * Bonus 15 Points M,review needed
47716,Shampoo - See Varieties In Store,review needed
47714,Spread,review needed
47682,Instant Noodles - Unnamed - Lower price of the year,review needed
47677,Cat Food - Friskies,review needed
47674,Yogurt,review needed
47651,Hygienic buffers - Pearl,review needed
47672,Smoked Meat - Schwartz's,review needed
47668,"Capillary Products - Studio Line - Saturday, November 10th only - Limit of 4 - $ 7.99 The rest of the week or by article out of bounds",review needed
47656,Instant Coffee - Taste's Choice - * Bonus 20 Points M,review needed
47655,K-Cup bucket coffee,review needed
47654,Pizza Frozen thin crust - Casa di Mama - View varieties in store,review needed
47720,Fondue at Parmesan,review needed
47725,Antiperspirants - see varieties in store,medicine
47726,Frozen Pizza - Ristorante - See Varieties in-store - Sunday 29th and Monday 30 December only - Limit of 4 - $ 3.99 per additional item,review needed
47619,Frozen Whipped Flooring - Cool Whip - Best Prices year,review needed
47617,Frozen meal - see varieties in store,review needed
47616,Bagel frozen cocks,review needed
47613,Chocolate,review needed
47531,Disinfecting wipes,review needed
47532,Red Onions - Quebec,review needed
47533,"Stuffed, frozen chicken breast catches - Unnamed",review needed
47535,Pizza lift-au oven frozen,review needed
47537,Dietal drink,review needed
47541,Bars - Chocomax,review needed
47546,Asian mix salad - Quebec,review needed
47547,Mouthwash - Classic,review needed
47551,Fruit Frozen Bars - Limit of 4 - $ 5.99 per additional item,review needed
47552,Honey,review needed
47652,Appetizer - Méli-Mélo,review needed
47648,Disinfecting wipes,review needed
48110,Hygienic paper - Fluff,review needed
48130,"Mouthwash - Saturday 21 and Sunday, September 22 only.- Limit of 4 - $ 2.99 per additional item",review needed
48154,"Refrigerated orange juice, with pulps - View varieties in store - Limit of 4 - $ 3.99 per additional item",review needed
48152,Aubergine - from the United States and / or Mexico,review needed
48144,Crunchy bars - Special K,review needed
48142,spinach babies,review needed
48135,Cereal - Special K,review needed
48131,Black Forest Smoked Ham Without Nitrite Sliced,review needed
48128,Eye Tracer - Infallible,review needed
47647,Refrigerated fruit juice - see varieties in store,review needed
48127,chopped turkey,review needed
48119,Wooden surface cleaner,review needed
47920,Refrigerated buns paste,review needed
48118,Black Forest Smoked Ham Without Nitrite Sliced,review needed
48116,couscous,review needed
48162,Frozen Pizza - Giuseppe,review needed
48163,Hygienic paper - limit of 4 - $ 8.99 per additional item,review needed
48165,Barres - Chewy Super Grains,review needed
48167,Frozen pork back ribs,review needed
48168,Sliced charcuterie - see varieties in store,review needed
48123,Ice Cream With Vanilla,review needed
47919,Rice jasmine,review needed
47916,Laundry Detergent - Pods - View Varieties In-store,review needed
47912,Juices - Nutrisource,review needed
47621,cracker,review needed
47622,"All Circulars '800', '650', 'Yes'); Return False \> Bags - see varieties in store """,review needed
47629,cracker,review needed
47630,lemons,review needed
47631,Coffee in K-Cup buckets - see varieties in store,review needed
47633,Sliced charcuterie - see varieties in store,review needed
47639,Whitening Treatment - Vivid Whitestrips,review needed
47642,Chocolate Tablets - Lindor - See Varieties In Store,review needed
47553,Chocolate,review needed
47557,Licorice,licorice
47559,Chocolate Tablets - Excellence,review needed
47888,Chocolate bars,review needed
47904,Refrigerated slippers,review needed
47900,Sliced turkey,review needed
47899,Ice Cream With Vanilla,review needed
47894,Refrigerated Juice Mix - Tropics - See Varieties In-store,review needed
47893,Lemons,review needed
47890,Frozen Chicken Wings - President's Choice,review needed
47885,Organic spinach babies,review needed
47560,Red Potatoes - From Quebec - Canada No 1,potatoes
47884,Frozen breaded fish bites,review needed
47882,tomatoes,review needed
47877,"Young spinach, spinach printers or vegetables-leaves of organic fields - the choice of the president",review needed
47875,Lince-Mouth - Ultra Clean,review needed
47873,Liquid Textile Softener - * Bonus 25 Points M,review needed
47869,Frozen fried chicken,review needed
47907,CRETON - Ordinary price: $ 2.97,review needed
47835,Frozen waffles - EGGO,review needed
47830,Lettuce Boston Duo - Quebec,review needed
47829,Hygienic buffers - Pearl,review needed
47823,Underprint - Saturday 7th and Sunday 8 July only - Limit of 4 - $ 3.49 per item out of bounds,review needed
47737,Peanut Butter,review needed
47738,Frozen breaded chicken burgers - pub style - limit of 4 - $ 7.99 per additional item,review needed
47739,Frozen Organic Atlantic Smoked Salmon,review needed
47740,Frozen frozen frayed pork,review needed
